Name,Rechtsform,Land,PLZ,Ort,Straße,HR Amtsgericht,Register-ID,Status,North Data URL,Tel.,Fax,E-Mail,Website,USt.-Id.,Eintragung,Eintragung Datum,Branche (WZ),Ges. Vertreter 1,Ges. Vertreter 2,Ges. Vertreter 3,Gegenstand,Tickers,Finanzkennzahlen Datum,Stamm-/Grundkapital EUR,Bilanzsumme EUR,Gewinn EUR,Gewinn CAGR %,Umsatz EUR,Umsatz CAGR %,Umsatzrendite %,Eigenkapital EUR,EK-Quote %,EK-Rendite %,Mitarbeiterzahl,Umsatz pro Mitarbeiter EUR,Steuern EUR,Steuer-Quote %,Kassenbestand EUR,Forderungen EUR,Verbindlichkeiten EUR,Materialaufwand EUR,Personalaufwand EUR,Personalaufwand pro Mitarbeiter EUR,Pensionsrückstellungen EUR,Immobilien und Grundstücke EUR,Mktg&Tech Bezugszeitraum,Anzahl Förderungen pro Jahr,Gesamtfördersumme pro Jahr EUR,Patente pro Jahr,Marken pro Jahr
Goodlife Immobilien e. K.,e. K.,DE,82031.0,Grünwald,Wörnbrunner Str. 30,München,HRA 116426,aktiv,"https://www.northdata.de/Goodlife%20Immobilien%20e%C2%B7%20K%C2%B7,%20Gr%C3%BCnwald/Amtsgericht%20M%C3%BCnchen%20HRA%20116426",+49 87318689120,,info@goodlife-immobilien.de,https://www.goodlife-immobilien.com,,Eintragung,24.03.2015,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Halimi, Betim",,,"Vermittlung des Abschlusses von Verträgen, oder der Nachweis der Gelegenheit des Abschlusses von Verträgen über Grundstücke, grundstücksgleiche Rechte, gewerbliche Räume oder Wohnräume und Darlehen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACCENTO-bau e. K.,e. K.,DE,82031.0,Grünwald,Nördliche Münchner Str. 14 A,München,HRA 103577,aktiv,"https://www.northdata.de/ACCENTO-bau%20e%C2%B7%20K%C2%B7,%20Gr%C3%BCnwald/Amtsgericht%20M%C3%BCnchen%20HRA%20103577",+49 89909015190,+49 8920938498,info@accento.bayern,https://www.accento.bayern,,Eintragung,24.03.2015,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Wachslander, Ingrid",,,"Vermittlung von/des/im Abschluss sowie des Nachweises der Gelegenheit zum Abschluss von Verträgen über Grundstücke, grundstücksgleiche Rechte, Wohn- und Gewerberäume; Durchführung von Bauvorhaben oder wirtschaftliche Vorbereitung von Bauvorhaben als Baubetreuer im fremden Namen für fremde Rechnung.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grundstücksgesellschaft BETA OHG,OHG,DE,76646.0,Bruchsal,Falkenweg 3,Mannheim,HRA 706160,aktiv,"https://www.northdata.de/Grundst%C3%BCcksgesellschaft%20BETA%20OHG,%20Bruchsal/Amtsgericht%20Mannheim%20HRA%20706160",,,,,,Eintragung,25.03.2015,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Philipp, Bettina","Philipp, Gerhard Joachim",,Die - nicht gewerbliche - Vermögensverwaltung sowie die - nicht gewerbliche - Vermietung von Grundstücken und Wohnimmobilien.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Floth Fischer Wald UG,UG,DE,47441.0,Moers,Neuer Wall 2,Kleve,HRB 13378,aktiv,"https://www.northdata.de/Floth%20Fischer%20Wald%20UG,%20Moers/Amtsgericht%20Kleve%20HRB%2013378",,,,,,Eintragung,31.03.2015,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Firsbach, Jürgen",,,Der Erwerb und die Verwaltung von Immobilien.,,31.12.2023,2.4,"236.523,11","113.012,09","6.594,87",3.300.000,"-47,56","3,42","-3.518,2","-1,49",,,,,,"22.749,96","199.528,13","229.197,57",,,,,,31.12.2023,,,,
Waldgarten Project & Property Management UG,UG,DE,30175.0,Hannover,Leonhardtstr. 2 a,Hannover,HRB 212285,erloschen,"https://www.northdata.de/Waldgarten%20Project%20&%20Property%20Management%20UG,%20Hannover/HRB%20212285",,,,,,Eintragung,24.03.2015,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte",,,,"Kauf, Verwaltung von Grundstücken und Gebäuden, Wohnhäusern und Gewerbeobjekten.",,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Garhammer Hausverwaltung UG,UG,DE,94124.0,Büchlberg,Westring 18,Passau,HRB 9349,erloschen,"https://www.northdata.de/Garhammer%20Hausverwaltung%20UG,%20B%C3%BCchlberg/Amtsgericht%20Passau%20HRB%209349",,,,,,Eintragung,24.03.2015,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Garhammer, Josef",,,"Die Durchführung von Hausverwaltungen, Mietverwaltungen und Poperty-Management.",,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Wölkchen-Immobilien e. K. Inh. Ralf Wölk,e. K.,DE,4552.0,Borna,Wiesenstr. 1 b,Leipzig,HRA 17309,erloschen,"https://www.northdata.de/W%C3%B6lkchen-Immobilien%20e%C2%B7%20K%C2%B7%20Inh%C2%B7%20Ralf%20W%C3%B6lk,%20Borna/Amtsgericht%20Leipzig%20HRA%2017309",,,,,,Eintragung,26.03.2015,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Wölk, Ralf","Wölk, Elke",,Vermittlung von Immobilien und Mietverträgen (Maklertätigkeit).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valentin Immobilien UG,UG,DE,76547.0,Sinzheim,Marktplatz 12,Mannheim,HRB 721814,erloschen,"https://www.northdata.de/Valentin%20Immobilien%20UG,%20Sinzheim/Amtsgericht%20Mannheim%20HRB%20721814",,,,,,Eintragung,27.03.2015,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Cultrera Grein, Rosetta",,,Die Vermittlung des Abschlusses oder Nachweis der Gelegenheit zum Abschluss von Verträgen über Grundstücke und Wohnräume sowie das Betreiben eines Immobilienmakler-Büros.,,,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,
TR Immo Consult e. K.,e. K.,DE,24558.0,Henstedt-Ulzburg,Wohldweg 62,Kiel,HRA 8966 KI,erloschen,"https://www.northdata.de/TR%20Immo%20Consult%20e%C2%B7%20K%C2%B7,%20Henstedt-Ulzburg/Amtsgericht%20Kiel%20HRA%208966%20KI",,,,,,Eintragung,30.03.2015,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Rast, Tetâna Igorivna",,,"Vermittlung des Abschlusses und der Nachweis der Gelegenheit zum Abschluss von Verträgen über Grundstücke, grundstücksgleiche Rechte, gewerbliche Räume und Wohnräume sowie die Vermittlung des Abschlusses der Gelegenheit zum Abschluss von Darlehen gern. § 34 c Abs. 1 Nr. 1 und 2 GewO.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wafuu en UG,UG,DE,63739.0,Aschaffenburg,Grünewaldstr. 11,Aschaffenburg,HRB 13247,erloschen,"https://www.northdata.de/wafuu%20en%20UG,%20Aschaffenburg/HRB%2013247",,,,,,Eintragung,01.04.2015,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Meilinger, Julian Georg",,,Kauf und Verkauf von Grundstücken und Häusern sowie die Verwaltung des Firmenvermögens.,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
AMC-Hausverwaltung e. K.,e. K.,DE,31139.0,Hildesheim,Mildred-Scheel-Str. 14,Hildesheim,HRA 201602,aktiv,"https://www.northdata.de/AMC-Hausverwaltung%20e%C2%B7%20K%C2%B7,%20Hildesheim/HRA%20201602",+49 51212042405,+49 51212042406,,https://www.amc-hausverwaltung.de,,Eintragung,01.04.2015,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Chrobok, Detlef",,,Verwaltung von Immobilien nebst den damit im Zusammenhang stehenden Dienstleistungen.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hummel & Pionke OHG,OHG,DE,79194.0,Gundelfingen,Weissdornweg 8,Freiburg,HRA 704110,aktiv,"https://www.northdata.de/Hummel%20&%20Pionke%20OHG,%20Gundelfingen/Amtsgericht%20Freiburg%20HRA%20704110",,,,,,Eintragung,02.04.2015,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Hummel, Peter","Pionke, Michael Uwe",,Der gewerbliche Grundstückhandel und die Vewaltung und Vermietung von Immobilien.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 Rent & Sale - Real Estate e. K.,e. K.,DE,10437.0,Berlin,Pappelallee 78/79,Charlottenburg (Berlin),HRA 50754 B,aktiv,"https://www.northdata.de/4%20Rent%20&%20Sale%20-%20Real%20Estate%20e%C2%B7%20K%C2%B7,%20Berlin/Amtsgericht%20Charlottenburg%20(Berlin)%20HRA%2050754%20B",+49 3099190502,+49 3043659037,info@4rentandsale.de,https://www.4rentandsale.de/de,DE299184507,Eintragung,17.04.2015,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Erbug, Firat",,,"Unternehmensgegenstand: die Maklertätigkeit, somit die Vermittlung des Abschlusses oder Nachweis der Gelegenheit zum Abschluss von Verträgen über Grundstücke, grundstücksgleiche Rechte, gewerbliche Räume, Wohnräume und Darlehen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HR-Invest-Immobilien e. K.,e. K.,DE,86356.0,Neusäß,Hauptstr. 19,Augsburg,HRA 18492,aktiv,"https://www.northdata.de/HR-Invest-Immobilien%20e%C2%B7%20K%C2%B7,%20Neus%C3%A4%C3%9F/Amtsgericht%20Augsburg%20HRA%2018492",+49 8213463394,,,,,Eintragung,22.04.2015,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Muro, Sladjana",,,Vermittlung von Immobilien aller Art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Neugebauer e. K.,e. K.,DE,63457.0,Hanau,Hauptstr. 7 - 9,Hanau,HRA 93310,erloschen,"https://www.northdata.de/Michael%20Neugebauer%20e%C2%B7%20K%C2%B7,%20Hanau/HRA%2093310",,,,,DE113500666,Eintragung,02.04.2015,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Neugebauer, Michael",,,"Die Vermittlung von Abschlüssen von Verträgen über Grundstücke, grundstücksgleiche Rechte, gewerbliche Räume oder Wohnräume oder die Erbringung des Nachweises der Gelegenheit zum Abschluss derartiger Verträge, Verwaltung von vermieteten Wohnhäusern, Mehrparteienhäuser, Wohnanlagen, Eigentumswohnungen und Gewerbeobjekten sowie Berater-, Marketing- und Werbedienstleistungen für Unternehmen aller Art.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GD-Dienstleistung UG,UG,DE,74321.0,Bietigheim-Bissingen,Hauptstr. 54,Stuttgart,HRB 752325,erloschen,"https://www.northdata.de/GD-Dienstleistung%20UG,%20Bietigheim-Bissingen/Amtsgericht%20Stuttgart%20HRB%20752325",,,,,,Eintragung,07.04.2015,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte",,,,Vermittlung von Immobilien und Versicherungen sowie die Beratung bei der Finanzierung von Immobilien.,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Colias Casa UG,UG,DE,94505.0,Bernried,Kaltecker Str. 20,Deggendorf,HRB 4237,erloschen,"https://www.northdata.de/Colias%20Casa%20UG,%20Bernried/Amtsgericht%20Deggendorf%20HRB%204237",,,,,,Eintragung,09.04.2015,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Pupillo, Mario Umberto Christian","Ramesberger, Renate",,"An- und Verkauf sowie Verwaltung und Vermietung von Immobilien jeglicher Art, weltweit. Ferner Vermittlung von Finanzierungen, sowie Tätigkeiten als Versicherungs- und Finanzmakler, soweit hierfür eine besondere berufsrechtliche oder staatliche Zulassung und Genehmigung nicht erforderlich ist.",,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamudi Beteiligungs UG,UG,DE,10623.0,Berlin,Str. des 17. Juni 106,Charlottenburg (Berlin),HRB 166163 B,erloschen,"https://www.northdata.de/Lamudi%20Beteiligungs%20UG,%20Berlin/Amtsgericht%20Charlottenburg%20(Berlin)%20HRB%20166163%20B",,,,,,Eintragung,13.04.2015,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Moini, Kian",,,Die Verwaltung eigenen Vermögens,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Casablanca UG,UG,DE,48159.0,Münster,Schleebrüggenkamp 3,Münster,HRB 15498,erloschen,"https://www.northdata.de/Casablanca%20UG,%20M%C3%BCnster/HRB%2015498",,,,,,Eintragung,14.04.2015,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Kanz, Christian",,,"Gegenstand des Unternehmens ist der Betrieb, die Vermietung, Vermittlung und die Verwaltung von Ferienwohnungen und Freizeitanlagen aller Art.",,,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,
von Mallinckrodt Immobilien e. K.,e. K.,DE,97070.0,Würzburg,Peterplatz 3,Würzburg,HRA 7424,erloschen,"https://www.northdata.de/von%20Mallinckrodt%20Immobilien%20e%C2%B7%20K%C2%B7,%20W%C3%BCrzburg/HRA%207424",,,,,,Eintragung,20.04.2015,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","von Mallinckrodt, Raphael",,,"Ist die Vermittlung des Abschlusses und Nachweis der Gelegenheit zum Abschluss von Verträgen über Grundstücke, grundstücksgleiche Rechte, Wohnräume, gewerbliche Räume.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominik Jentsch e. K.,e. K.,DE,46047.0,Oberhausen,Centroallee 263 a,Duisburg,HRA 11780,aktiv,"https://www.northdata.de/Dominik%20Jentsch%20e%C2%B7%20K%C2%B7,%20Oberhausen/Amtsgericht%20Duisburg%20HRA%2011780",+49 20888287935,+49 20888287936,info@jentsch-real-estate.de,https://www.jentsch-real-estate.de,DE350979422,Eintragung,22.04.2015,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Jentsch, Dominik",,,Gegenstand ist die Immobilienvermittlung/Immobilienbewertung.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Immobiliengesellschaft Prof.-Simmel-Straße 2028 Verwaltungs-UG,UG,DE,7548.0,Gera,Prof.-Simmel-Str. 1,Jena,HRB 511152,aktiv,"https://www.northdata.de/Immobiliengesellschaft%20Prof%C2%B7-Simmel-Stra%C3%9Fe%202028%20Verwaltungs-UG,%20Gera/Amtsgericht%20Jena%20HRB%20511152",,,,,,Eintragung,27.04.2015,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Schmidt, Bernd-Ulrich",,,"Beteiligung als persönlich haftende geschäftsführende Gesellschafterin an der Kommanditgesellschaft Immobiliengesellschaft Prof.-Simmel-Straße 2028 UG (haftungsbeschränkt) & Co. KG mit dem Sitz in Gera, die die Verwaltung und Vermietung von eigenem Grundbesitz, unter Anderem in der Prof.-Simmel-Straße in Gera zum Gegenstand hat.",,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
BV Immobilien UG,UG,DE,75031.0,Eppingen,Seestr. 6/1,Stuttgart,HRB 752575,in Liquidation,"https://www.northdata.de/BV%20Immobilien%20UG,%20Eppingen/Amtsgericht%20Stuttgart%20HRB%20752575",,,,http://bvimmobilien.de,,Eintragung,30.04.2015,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Veith, Brigitte",,,Die Vermittlung von Immobilien (Kauf und Vermietung).,,,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Tobias Graff UG,UG,DE,22297.0,Hamburg,Sydneystr. 12,Hamburg,HRB 136502,aktiv,"https://www.northdata.de/Tobias%20Graff%20UG,%20Hamburg/HRB%20136502",,,,,,Eintragung,08.05.2015,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Graff, Tobias",,,"Gegenstand des Unternehmens ist die Bewirtschaftung, die Verwaltung und die Verwertung des eigenen Vermögens, insbesondere das Halten und Verwalten von Firmenbeteiligungen.",,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
B. Jonas Immobilien Consulting UG,UG,DE,49086.0,Osnabrück,Lange Brehe 18,Osnabrück,HRB 209356,erloschen,"https://www.northdata.de/B%C2%B7%20Jonas%20Immobilien%20Consulting%20UG,%20Osnabr%C3%BCck/HRB%20209356",,,,,,Eintragung,22.04.2015,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Jonas, Bärbel",,,Die Beratung beim Erwerb von Immobilien und die Vermittlung von Immobilien.,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Montanus Haus UG,UG,DE,63067.0,Offenbach a. Main,Frankfurter Str. 76,Offenbach am Main,HRB 48356,erloschen,"https://www.northdata.de/Montanus%20Haus%20UG,%20Offenbach%20a%C2%B7%20Main/Amtsgericht%20Offenbach%20am%20Main%20HRB%2048356",,,,,,Eintragung,24.04.2015,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Weber, Margarete Teresa",,,"Planung und Projektierung von Einfamilienhäusern und Mehrfamilienhäusern sowie Architekten-Planungen, Dienstleistungen rund ums Haus, Betonarbeiten, Rohbau, Dacheindeckung, Kauf von Immobilien und Grundstücken.",,,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Stefan Nocke Immobilienhandel UG,UG,DE,1109.0,Dresden,Hellerstr. 77,Dresden,HRB 34322,erloschen,"https://www.northdata.de/Stefan%20Nocke%20Immobilienhandel%20UG,%20Dresden/HRB%2034322",,,,,,Eintragung,29.04.2015,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Nocke, Kerstin",,,"Planung, Erstellung und Vertrieb von Bauvorhaben auf eigene und/oder fremde Rechnung, Betreuung von Bauvorhaben auch als Generalübernehmer, An- und Verkauf von Grundstücken, grundstücksgleichen Rechten, Wohnräumen und gewerblichen Räumen, Verwaltung und Vermietung von eigenem Immobilienvermögen und Vermittlung von Miet- und Kaufimmobilien. Ausgeschlossen ist die Vermittlung von Darlehen sowie die Rechts- und Steuerberatung.",,31.12.2015,15.0,"21.118,69",,,11.000,,,"11.451,64","54,23",,,,,,,,"9.667,05",,,,,,31.12.2015,,,,
JPB Vermögensverwaltung UG,UG,DE,22043.0,Hamburg,Oktaviostr. 114 a,Hamburg,HRB 136418,erloschen,"https://www.northdata.de/JPB%20Verm%C3%B6gensverwaltung%20UG,%20Hamburg/HRB%20136418",,,,,,Eintragung,30.04.2015,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Bouda, Jan-Peter Klaus",,,"Die Verwaltung von eigenem und fremden Vermögen sowie alle damit im Zusammenhang stehenden Tätigkeiten; ausgenommen sind erlaubnispflichtige Tätigkeiten jeder Art, soweit nicht die Erlaubnis vorliegt; die Gesellschaft darf sich an anderen Unternehmen, auch geschäftsführend, beteiligen, Unternehmen erwerben und Zweigniederlassungen im In- und Ausland errichten.",,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Gecko Immobilien UG,UG,DE,65183.0,Wiesbaden,Büdingenstr. 8,Wiesbaden,HRB 28330,erloschen,"https://www.northdata.de/Gecko%20Immobilien%20UG,%20Wiesbaden/HRB%2028330",,,,,,Eintragung,04.05.2015,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Lehmann, Jürgen",,,Immobilienvermittlung,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Yvonne Buchmann Immobilien e. K.,e. K.,DE,66538.0,Neunkirchen,Ziehwaldstr. 4,Saarbrücken,HRA 11806,erloschen,"https://www.northdata.de/Yvonne%20Buchmann%20Immobilien%20e%C2%B7%20K%C2%B7,%20Neunkirchen/Amtsgericht%20Saarbr%C3%BCcken%20HRA%2011806",,,,,DE299719180,Eintragung,04.05.2015,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Buchmann, Yvonne",,,Die Tätigkeit einer Immobilienmaklerin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volker Burmester Immobilien e. K.,e. K.,DE,22946.0,Brunsbek,Meilsdorfer Damm 1,Lübeck,HRA 8063 HL,aktiv,"https://www.northdata.de/Volker%20Burmester%20Immobilien%20e%C2%B7%20K%C2%B7,%20Brunsbek/Amtsgericht%20L%C3%BCbeck%20HRA%208063%20HL",+49 410788910,+49 410788916,info@burmester-immobilien.de,https://www.burmester-immobilien.de,,Eintragung,11.05.2015,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Lüdtke, Antonia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.E.R.Z. Immobilien & Bauconsult e. K.,e. K.,DE,55130.0,Mainz,Früchtstr. 1,Mainz,HRA 42565,aktiv,"https://www.northdata.de/H%C2%B7E%C2%B7R%C2%B7Z%C2%B7%20Immobilien%20&%20Bauconsult%20e%C2%B7%20K%C2%B7,%20Mainz/HRA%2042565",+49 61314680522,,info@herzimmobilien.de,,,Eintragung,13.05.2015,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Krause, Mathias",,,"Vermittlung von Miet- und Kaufverträgen sowie Beteiligung an Wohn- und Gewerbeimmobilien, der Vertrieb von Bauelementen sowie Fertighäusern. Tätigkeiten nach § 34 c GewO werden ausgeführt, Tätigkeiten nach § 34 c I 3. GewO werden nicht ausgeführt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dornbusch Immobilien e. K.,e. K.,DE,60320.0,Frankfurt a. Main,Eschersheimer Landstr. 230,Frankfurt am Main,HRA 48457,aktiv,"https://www.northdata.de/Dornbusch%20Immobilien%20e%C2%B7%20K%C2%B7,%20Frankfurt%20a%C2%B7%20Main/Amtsgericht%20Frankfurt%20am%20Main%20HRA%2048457",+49 6991314151,+49 6946908160,mail@dornbusch-immobilien.de,https://www.dornbusch-immobilien.de,DE230202707,Eintragung,13.05.2015,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Yildirim, Serdar",,,"Vermittlung des Abschlusses und Nachweis der Gelegenheit zum Abschluss von Verträgen über Grundstücke, grundstücksgleiche Rechte, gewerbliche Räume und Wohnräume.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimo Immobilien UG,UG,DE,75248.0,Ölbronn-Dürrn,Richard-Wagner-Str. 4,Mannheim,HRB 722112,erloschen,"https://www.northdata.de/Mimo%20Immobilien%20UG,%20%C3%96lbronn-D%C3%BCrrn/Amtsgericht%20Mannheim%20HRB%20722112",,,,,,Eintragung,08.05.2015,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Ulrich, Dagmar",,,Die Vermarktung und Verwaltung von Immobilien im Bereich Verkauf und Vermietung.,,31.12.2017,50.0,"2.055,13",,,1.600,"-5,88",,"2.055,13",100,,,,,,,,0,,,,,,31.12.2017,,,,
MPM (Mardian Projekt Management) UG,UG,DE,4159.0,Leipzig,Blücherstr. 13,Leipzig,HRB 31403,erloschen,"https://www.northdata.de/MPM%20(Mardian%20Projekt%20Management)%20UG,%20Leipzig/HRB%2031403",,,,,,Eintragung,12.05.2015,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Mardian, Nina","Mardian, Alexander",,"Die Vermittlung von Grundstücken, grundstücksgleichen Rechten, gewerblichen Räumen oder Wohnräumen sowie die Vermittlung von Versicherungs- und Bausparverträgen jeweils gem. §§ 34c Abs. 1 und 34d Abs. 1 GewO.",,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Riesaer Straße 124-126 OHG,OHG,DE,4105.0,Leipzig,Waldstr. 4,Leipzig,HRA 17350,erloschen,"https://www.northdata.de/Riesaer%20Stra%C3%9Fe%20124-126%20OHG,%20Leipzig/HRA%2017350",,,,,,Eintragung,13.05.2015,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Alexander, Michael","Pohl, Matthias",,"Alle gewerblichen Leistungen zur Durchführung von Bauträgermaßnahmen für das Objekt Riesaer Straße 124-126 in Leipzig. Die Gesellschaft ist zu allen Handlungen berechtigt, die unmittelbar oder mittelbar diesem Gegenstand dienen oder ihn fördern.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Projekt Consulting Magdeburg UG,UG,DE,39114.0,Magdeburg,Eichendorffstr. 19,Stendal,HRB 21924,erloschen,"https://www.northdata.de/Projekt%20Consulting%20Magdeburg%20UG,%20Magdeburg/Amtsgericht%20Stendal%20HRB%2021924",,,,,,Eintragung,15.05.2015,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Rumpfkeil, Timo-Rainer",,,"Die Beratung, Bauservice und Projektentwicklung von Immobilien sowie alle damit im Zusammenhang stehende Tätigkeiten. Die Beratung, Entwicklung und Instandsetzung von Automobilen, insbesondere von Rennfahrzeugen und hochwertigen Kraftfahrzeugen.",,31.12.2015,500.0,"4.182,01",,,2.800,,,"1.564,27","37,40",,,,,,,,"2.047,74",,,,,,31.12.2015,,,,
AM Immobilien Projektentwicklung UG,UG,DE,65510.0,Hünstetten,Asternweg 7,Wiesbaden,HRB 28356,erloschen,"https://www.northdata.de/AM%20Immobilien%20Projektentwicklung%20UG,%20H%C3%BCnstetten/Amtsgericht%20Wiesbaden%20HRB%2028356",,,,,,Eintragung,18.05.2015,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Münch, Alexander",,,"Projektierung und Vertrieb von Immobilien sowie Erstellung und Sanierung von Immobilien durch Dritte, insbesondere Subunternehmen.",,31.12.2020,1.0,"17.069,98","-3.401,05",,210.000,"216,23","-1,62","-10.158,41","-59,51",,,,,,"79,14","1.692,43","16.569,98",,,,,,31.12.2020,,,,
L. V. Immobilien-Management-Consulting UG,UG,DE,38159.0,Vechelde,Spiegelbergallee 1 B,Braunschweig,HRB 205303,erloschen,"https://www.northdata.de/L%C2%B7%20V%C2%B7%20Immobilien-Management-Consulting%20UG,%20Vechelde/Amtsgericht%20Braunschweig%20HRB%20205303",,,,,,Eintragung,29.05.2015,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Volgmann, Burkhard",,,"Die Anmietung von Wohn- und Gewerberäumen, die Beratung über Immobilienanlagen (ohne § 34 c GewO), die Hausverwaltung einschließlich Handwerksarbeiten ohne Meisterprüfung (Reparaturen),die Garten- und Landschaftspflege, sowie der Handel mit Blumen, Lebensmitteln, Geschenk- und Kioskartikeln und die Überführung von Fahrzeugen.",,,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,
